TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;4,70;5,40;-16,57;0,20;0,06;18,66;10,91;-0,73;1,11;5,87;4,73;0,87;0,12;0,84;-0,09;1,33;-1,22;-0,38;7,91;0,31;0,69;0,52;9,08;;25.336.655,32;23,16;-0,28;0,15;1.810.618.874,64
LINX3;37,40;;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;70,00;2,60;30,73;3,97;3,37;;;;34,27;31,68;-2,59;-0,30;;23,37;-4,52;2,30;12,92;10,96;10,92;0,85;0,15;0,00;;-5,48;12.973,63;17,63;2,28;6,56;823.542.230,00
LJQQ3;4,19;2,93;279,67;1,51;0,28;34,35;4,30;0,12;8,07;7,60;-0,82;-0,15;0,35;0,88;-0,81;1,91;0,54;0,10;10,00;0,18;0,82;0,80;;;18.744.769,46;2,78;0,02;-2,90;818.458.475,53
LLIS3;1,49;;-1,46;-2,01;0,83;58,11;-55,44;-80,76;-2,12;-5,18;-3,04;;1,18;-9,32;-1,19;0,78;-137,83;-56,84;-52,92;-0,41;1,41;0,70;-4,90;;243.541,86;-0,74;-1,02;0,03;1.272.887.797,50
LOGG3;16,64;5,21;3,96;0,47;0,28;98,52;260,16;222,57;3,39;6,62;3,12;0,43;8,81;9,86;-0,31;1,36;11,81;7,01;8,78;0,59;0,39;0,03;9,07;64,50;9.030.509,18;35,59;4,20;0,11;1.759.180.631,88
LOGN3;27,58;;21,09;5,03;0,96;22,96;18,52;7,30;8,31;11,09;2,40;1,45;1,54;5,36;-1,52;1,97;23,85;4,57;15,75;0,19;0,81;0,63;11,96;8,15;8.286.786,14;5,48;1,31;-0,63;3.070.787.768,44
LPSB3;1,94;3,90;22,50;1,45;0,70;80,54;13,34;6,36;10,73;8,80;-2,31;-0,31;1,43;6,90;-0,98;1,58;6,46;3,13;4,92;0,48;0,51;0,49;8,40;;724.640,93;1,33;0,09;-0,29;296.584.808,31
LREN3;20,21;3,03;16,34;2,05;0,96;59,71;9,89;9,33;15,43;15,23;-0,77;-0,10;1,53;3,41;-2,62;1,80;12,52;5,89;9,38;0,47;0,53;0,63;10,38;14,42;439.224.843,68;9,88;1,24;0,14;20.776.117.773,28
LTEL3B;86,61;2,84;9,82;6,04;6,03;;;;9,86;9,83;-0,03;-0,02;;252,35;-6,18;18,74;61,48;61,39;61,16;1,00;0,00;0,00;;-6,32;;14,35;8,82;0,38;18.664.056.853,83
LUPA3;3,50;;-3,86;0,93;0,21;24,17;-28,85;-23,78;-3,18;-7,25;-3,99;1,17;0,92;0,79;-0,40;2,28;-24,18;-5,45;-13,22;0,23;0,77;0,23;-7,55;;6.468.197,71;3,75;-0,91;0,03;108.968.110,06
LUXM3;0,00;;0,00;0,00;0,00;27,26;14,99;6,10;0,00;11,79;0,21;0,04;0,00;0,00;0,00;0,87;7,99;5,53;7,01;0,69;0,31;0,91;7,08;-1,47;;20,11;1,61;0,00;237.578.040,00
LUXM4;81,98;0,85;51,02;4,08;2,82;27,26;14,99;6,10;20,76;11,79;0,21;0,04;3,11;-138,48;-3,27;0,87;7,99;5,53;7,01;0,69;0,31;0,91;7,08;-1,47;128.388,57;20,11;1,61;-1,13;237.578.040,00
LVTC3;5,55;3,14;7,83;0,55;0,21;24,78;10,16;4,29;3,30;1,67;-1,65;-0,28;0,34;0,63;-0,51;2,37;7,08;2,71;14,97;0,38;0,62;0,63;;;917.249,21;10,02;0,71;-0,20;360.819.891,54
LWSA3;7,35;;1.037,88;1,47;0,95;45,11;10,87;0,39;37,03;26,70;-11,44;-0,45;4,03;3,84;-1,77;2,16;0,14;0,09;2,50;0,65;0,35;0,24;23,75;;87.591.896,89;4,99;0,01;1,16;4.485.304.091,36
MAPT3;37,00;;-191,01;-5,61;43,98;;;;-208,58;-132,25;0,00;;;-5.666,52;-43,98;0,00;-2,94;-23,03;2,69;-7,84;8,84;0,00;;;;-6,59;-0,19;-54,76;21.556.767,40
MAPT4;10,21;;-52,71;-1,55;12,14;;;;-57,56;-132,25;0,00;;;-1.563,65;-12,14;0,00;-2,94;-23,03;2,69;-7,84;8,84;0,00;;;2.041,00;-6,59;-0,19;-15,11;21.556.767,40
MATD3;6,37;1,41;20,53;1,49;0,50;36,60;18,93;7,71;8,36;11,08;2,54;0,45;1,58;3,16;-0,67;2,75;7,24;2,46;8,04;0,34;0,64;0,32;;;5.746.663,79;4,29;0,31;-2,39;2.488.967.134,71
MBLY3;2,54;;-3,02;0,47;0,30;39,57;-14,05;-13,75;-2,96;-2,55;0,48;-0,08;0,42;0,77;-0,73;3,13;-15,71;-10,10;-12,27;0,64;0,36;0,73;;;3.637.057,39;5,36;-0,84;1,24;277.938.649,44
MDIA3;40,87;4,76;22,44;2,10;1,24;29,04;6,84;6,48;21,25;24,15;2,50;0,25;1,45;5,65;-2,16;2,06;9,36;5,52;6,22;0,59;0,41;0,85;7,96;-4,68;48.708.490,93;19,45;1,82;2,33;14.112.570.000,00
MDNE3;5,36;;4,14;0,39;0,16;36,24;11,76;14,97;5,27;3,99;-1,40;-0,10;0,62;0,74;-0,26;2,50;9,39;3,92;5,13;0,42;0,58;0,26;0,55;;1.444.855,64;13,80;1,30;0,09;466.152.468,75
MEAL3;2,32;;-7,25;0,63;0,23;32,38;0,35;-3,99;81,61;117,10;37,25;0,29;0,29;-11,55;-0,29;0,91;-8,66;-3,23;0,36;0,37;0,63;0,81;3,75;;4.095.852,32;3,70;-0,32;-0,42;650.058.833,10
MEGA3;9,66;;-37,96;1,32;0,35;24,23;19,57;-8,45;16,39;36,59;20,02;1,61;3,21;-45,92;-0,43;0,96;-3,48;-0,93;2,42;0,27;0,73;0,11;;;18.505.922,32;7,32;-0,25;;5.564.976.055,36
MELK3;3,15;8,85;5,90;0,55;0,30;23,62;8,39;10,53;7,40;5,60;-2,27;-0,17;0,62;0,73;-1,07;2,31;9,26;5,05;4,78;0,55;0,41;0,48;;;1.076.156,68;5,76;0,53;0,06;696.697.292,35
MERC3;15,11;;38,85;1,08;0,87;78,31;-5,19;13,62;-101,96;-79,55;;;5,29;54,85;-0,89;;2,79;2,24;;0,80;0,20;0,16;-28,34;61,63;3.369,80;13,96;0,39;0,26;212.306.576,60
MERC4;7,47;6,11;19,21;0,54;0,43;78,31;-5,19;13,62;-50,41;-79,55;;;2,62;27,12;-0,44;;2,79;2,24;;0,80;0,20;0,16;-28,34;61,63;6.880,93;13,96;0,39;0,13;212.306.576,60
MGEL3;19,13;;1,34;-0,59;0,17;15,17;12,48;8,14;0,87;5,93;5,26;;0,11;0,43;-0,48;2,54;-43,65;12,63;21,13;-0,29;1,29;1,55;15,08;118,86;;-32,70;14,27;-0,02;85.215.617,60
MGEL4;12,29;;0,86;-0,38;0,11;15,17;12,48;8,14;0,56;5,93;5,26;;0,07;0,28;-0,31;2,54;-43,65;12,63;21,13;-0,29;1,29;1,55;15,08;118,86;32.434,32;-32,70;14,27;-0,01;85.215.617,60
MGLU3;2,80;;-51,06;1,75;0,53;27,34;0,70;-1,04;75,64;97,45;20,18;0,47;0,53;2,50;-1,24;1,58;-3,43;-1,03;-4,74;0,30;0,70;0,99;29,98;;702.473.350,64;1,60;-0,05;0,34;19.301.930.785,28
MILS3;9,51;2,76;11,02;1,95;1,18;61,32;28,58;21,60;8,33;9,09;0,51;0,12;2,38;4,60;-1,96;2,87;17,66;10,75;12,23;0,61;0,39;0,50;13,23;;15.403.575,29;4,89;0,86;0,05;2.413.826.788,80
MLAS3;3,40;3,62;6,22;0,67;0,44;23,11;12,00;10,97;5,69;6,23;0,36;0,04;0,68;0,78;-2,14;3,35;10,70;7,04;9,69;0,66;0,34;0,64;;;9.305.004,21;5,11;0,55;-0,14;2.880.092.679,75
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;;-129,88;-6,46;0,03;90.834.562,00
MNDL3;38,97;;-0,15;-0,13;0,08;36,60;13,16;-86,19;0,99;4,28;3,28;;0,13;-0,08;-0,11;0,25;-86,33;-50,05;-20,77;-0,58;1,58;0,58;10,41;;56.914,79;-297,91;-257,18;0,00;96.655.732,20
MNPR3;6,29;;1,08;-0,14;0,15;28,32;19,95;11,43;0,62;0,62;0,00;;0,12;-0,12;-0,31;0,30;-12,96;13,64;-19,67;-1,05;2,05;1,19;10,24;;17.298,76;-45,05;5,84;0,00;44.659.629,00
MOAR3;470,00;3,73;54,52;6,91;2,87;100,00;301.410,87;229.602,17;41,53;41,80;0,27;0,04;125.175,52;9,22;-5,07;3,53;12,67;5,26;5,13;0,42;0,58;0,00;-16,12;-12,94;279.087,70;68,03;8,62;-0,66;5.758.073.870,00
MODL11;8,46;2,70;27,41;1,51;0,25;58,04;12,02;5,04;11,50;11,50;;;1,38;;-0,31;;5,51;0,90;;0,16;0,84;0,18;;;3.256.574,36;5,61;0,31;-1,51;1.985.844.000,00
MODL3;2,23;3,41;21,67;1,19;0,20;58,04;12,02;5,04;9,09;11,50;;;1,09;;-0,25;;5,51;0,90;;0,16;0,84;0,18;;;11.769.357,71;1,87;0,10;-1,20;1.985.844.000,00
MODL4;2,72;2,80;26,44;1,46;0,24;58,04;12,02;5,04;11,09;11,50;;;1,33;;-0,30;;5,51;0,90;;0,16;0,84;0,18;;;31.974,18;1,87;0,10;-1,46;1.985.844.000,00
MOSI3;8,24;;32,29;1,56;1,46;89,47;6,23;14,75;76,45;36,94;-39,51;-0,81;4,76;1,91;-8,40;13,23;4,84;4,52;0,25;0,93;0,07;0,31;;;6.097.270,00;5,27;0,26;;1.043.149.227,20
MOVI3;7,11;20,00;3,16;0,90;0,11;41,06;29,50;9,45;1,01;5,03;3,97;3,54;0,30;0,72;-0,17;1,80;28,56;3,49;11,90;0,12;0,88;0,37;23,01;83,02;46.658.088,54;7,88;2,25;0,26;2.702.773.561,56
MRFG3;7,41;34,92;0,90;0,70;0,04;15,93;11,48;4,65;0,36;3,42;3,04;5,87;0,04;0,47;-0,06;1,28;78,08;4,07;14,51;0,05;0,78;0,87;35,31;;124.338.731,64;10,57;8,26;0,07;4.996.200.000,00
MRSA3B;26,00;1,80;12,70;1,71;0,67;35,11;29,39;13,42;5,80;7,80;1,81;0,54;1,70;-30,48;-0,81;0,88;13,51;5,29;13,87;0,39;0,61;0,39;6,19;10,77;2.550,00;15,16;2,05;-0,67;9.143.334.626,00
MRSA5B;28,00;1,84;13,67;1,85;0,72;35,11;29,39;13,42;6,24;7,80;1,81;0,54;1,83;-32,82;-0,87;0,88;13,51;5,29;13,87;0,39;0,61;0,39;6,19;10,77;6.400,00;15,16;2,05;-0,72;9.143.334.626,00
MRSA6B;23,06;2,23;11,26;1,52;0,60;35,11;29,39;13,42;5,14;7,80;1,81;0,54;1,51;-27,03;-0,72;0,88;13,51;5,29;13,87;0,39;0,61;0,39;6,19;10,77;4.613,00;15,16;2,05;-0,59;9.143.334.626,00
MRVE3;7,83;5,05;8,78;0,61;0,17;20,60;12,01;6,27;4,58;12,26;7,51;1,00;0,55;0,68;-0,31;2,11;6,94;1,89;3,48;0,27;0,69;0,30;10,87;-5,00;89.564.867,39;12,85;0,89;-0,23;3.919.017.918,79
MSPA3;50,01;;-9,93;0,40;0,22;32,47;-10,46;-17,14;-16,27;-20,78;-4,85;0,12;1,70;7,77;-0,24;1,57;-4,00;-2,27;-2,09;0,57;0,43;0,13;-22,81;;12.300,50;126,06;-5,04;3,29;313.612.954,85
MSPA4;41,35;;-8,21;0,33;0,19;32,47;-10,46;-17,14;-13,46;-20,78;-4,85;0,12;1,41;6,43;-0,20;1,57;-4,00;-2,27;-2,09;0,57;0,43;0,13;-22,81;;8.270,00;126,06;-5,04;2,72;313.612.954,85
MSRO3;702,50;;2.121,19;277,50;70,01;61,25;41,32;8,46;434,20;437,83;3,64;2,32;179,40;-503,33;-85,81;0,57;13,08;3,30;15,23;0,25;0,75;0,39;9,20;-7,65;;2,53;0,33;70,51;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;-23,23;-86,65;-132,89;0,00;-2,93;-2,82;;0,00;0,00;0,00;0,23;-72,74;-61,25;-149,31;-0,84;1,84;0,46;-19,40;;;-0,58;-0,42;0,00;3.700.608,00
MTIG4;23,00;;-54,87;-39,91;33,61;-23,23;-86,65;-132,89;-84,15;-2,93;-2,82;;72,92;-31,14;-49,22;0,23;-72,74;-61,25;-149,31;-0,84;1,84;0,46;-19,40;;6.887,40;-0,58;-0,42;-0,05;3.700.608,00
MTRE3;3,65;8,97;10,59;0,39;0,24;31,05;6,14;5,48;9,46;8,04;-1,70;-0,07;0,58;0,43;-1,20;3,37;3,70;2,26;2,24;0,61;0,38;0,41;57,62;141,81;2.157.871,79;9,32;0,34;3,32;397.713.323,20
MTSA3;69,23;3,47;7,40;1,63;1,07;29,55;14,76;10,62;5,32;3,81;-0,42;-0,13;0,79;2,22;-5,65;2,46;22,09;14,44;17,77;0,65;0,35;1,36;21,69;43,68;13.846,00;42,37;9,36;0,13;483.875.851,90
MTSA4;40,63;6,50;4,34;0,96;0,63;29,55;14,76;10,62;3,12;3,81;-0,42;-0,13;0,46;1,30;-3,31;2,46;22,09;14,44;17,77;0,65;0,35;1,36;21,69;43,68;132.255,14;42,37;9,36;0,08;483.875.851,90
MULT3;21,00;4,37;16,96;1,93;1,15;80,46;56,14;42,94;12,97;15,32;1,94;0,29;7,28;91,17;-1,38;1,08;11,37;6,77;10,04;0,60;0,40;0,16;3,03;18,98;153.878.091,54;10,89;1,24;0,18;13.018.488.161,25
MWET3;29,98;;2,41;-2,75;0,23;15,98;6,76;9,13;3,26;5,44;3,65;;0,22;35,42;-0,44;1,01;-114,11;9,65;38,73;-0,08;1,09;1,06;14,95;;2.998,00;-10,90;12,44;-0,03;33.998.209,56
MWET4;9,79;;0,79;-0,90;0,08;15,98;6,76;9,13;1,06;5,44;3,65;;0,07;11,57;-0,14;1,01;-114,11;9,65;38,73;-0,08;1,09;1,06;14,95;;27.039,00;-10,90;12,44;-0,01;33.998.209,56
MYPK3;12,41;14,81;3,71;0,47;0,13;11,24;8,02;3,10;1,44;4,93;3,46;1,12;0,12;0,65;-0,27;1,58;12,57;3,38;10,35;0,27;0,71;1,09;14,96;88,62;24.945.460,07;26,61;3,34;0,06;1.949.164.540,68
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;35,19;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;49,46;41,91;10,64;0,00;2,54;2,54;7,16;0,00;0,00;0,00;4,11;71,73;4,42;17,48;0,06;0,77;0,42;32,90;55,92;;40,28;28,89;0,00;0,00
NEMO5;52,97;4,71;1,83;1,32;0,08;49,46;41,91;10,64;0,47;2,54;2,54;7,16;0,20;0,38;-0,11;4,11;71,73;4,42;17,48;0,06;0,77;0,42;32,90;55,92;;40,28;28,89;0,04;0,00
NEMO6;0,00;;0,00;0,00;0,00;49,46;41,91;10,64;0,00;2,54;2,54;7,16;0,00;0,00;0,00;4,11;71,73;4,42;17,48;0,06;0,77;0,42;32,90;55,92;;40,28;28,89;0,00;0,00
NEOE3;14,58;5,48;4,01;0,66;0,19;28,89;20,82;10,23;1,97;5,95;3,95;1,33;0,41;3,43;-0,25;1,30;16,50;4,80;11,70;0,29;0,71;0,47;23,82;70,91;20.102.572,18;22,06;3,64;1,30;18.012.751.160,32
NEXP3;0,30;;-0,65;1,96;0,16;58,84;-58,70;-51,66;-0,57;-0,99;-0,40;1,38;0,34;-1,11;-0,22;0,68;-302,64;-24,05;-89,26;0,08;0,92;0,47;5,40;;181.344,64;0,15;-0,46;0,01;41.161.326,94
NGRD3;1,44;1,03;258,40;0,76;0,48;64,86;2,03;0,51;64,42;28,69;-36,62;-0,43;1,31;1,70;-0,90;2,48;0,29;0,19;-0,05;0,63;0,37;0,37;;;1.178.310,64;1,89;0,01;-2,76;348.447.001,80
NINJ3;2,69;;-6,11;0,49;0,45;90,79;-88,25;-37,60;-2,60;2,79;5,34;-1,00;2,30;0,51;-8,36;13,24;-7,97;-7,36;-18,62;0,92;0,08;0,20;;;426.501,50;5,53;-0,44;0,15;132.592.978,32
NORD3;5,83;;-4,80;-0,26;2,22;90,06;-22,47;-493,25;-105,47;-209,13;-103,66;;23,70;-0,83;-2,38;0,03;-5,40;-46,19;0,33;-8,56;9,56;0,09;;;2.010,50;-22,49;-1,21;-0,01;38.603.263,38
NRTQ3;0,00;;0,00;0,00;0,00;25,92;12,32;13,69;0,00;0,05;0,05;0,01;0,00;0,00;0,00;4,26;16,49;11,82;11,58;0,72;0,28;0,86;13,67;16,56;;17,07;2,81;0,00;0,00
NTCO3;11,12;1,18;-12,07;0,67;0,28;64,23;1,18;-3,39;34,67;56,13;20,46;0,39;0,41;4,55;-0,40;1,27;-5,54;-2,34;0,68;0,42;0,58;0,69;38,39;;195.189.956,89;16,62;-0,92;0,04;15.822.529.008,00
NUTR3;280,00;;4,34;1,28;0,36;16,08;9,40;4,95;2,28;3,10;0,81;0,46;0,21;1,01;-1,29;1,96;29,44;8,27;30,37;0,28;0,72;1,67;33,43;;43.200,00;219,23;64,53;0,04;37.084.320,00
ODER4;857,15;0,16;110,59;24,32;11,73;28,75;15,07;12,01;88,11;89,63;1,52;0,42;13,28;32,06;-41,03;2,05;21,99;10,61;12,69;0,48;0,52;0,88;11,24;14,60;;35,25;7,75;-2,84;9.674.742.907,90
ODPV3;8,25;3,55;10,55;3,89;2,20;61,42;29,78;23,72;8,41;7,93;-0,64;-0,30;2,50;-32,70;-3,14;0,82;36,85;20,89;30,67;0,57;0,43;0,88;6,18;15,52;19.204.338,54;2,12;0,78;0,59;4.780.797.403,23
OFSA3;24,01;2,24;10,61;1,91;1,00;49,50;15,64;12,34;8,38;9,91;1,50;0,34;1,31;2,25;-2,69;3,45;17,96;9,43;13,09;0,53;0,47;0,76;14,66;;295.714,82;12,60;2,26;0,81;1.300.171.044,60
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;0,18;;-0,40;-0,52;0,02;-3,45;-28,92;-25,35;-0,35;-5,84;-5,47;;0,10;0,32;-0,03;1,37;-128,78;-6,02;-30,36;-0,05;1,05;0,24;-16,61;;24.326.836,04;-0,35;-0,45;0,01;1.237.442.187,33
OIBR4;0,49;;-1,10;-1,42;0,07;-3,45;-28,92;-25,35;-0,96;-5,84;-5,47;;0,28;0,88;-0,09;1,37;-128,78;-6,02;-30,36;-0,05;1,05;0,24;-16,61;;517.506,07;-0,35;-0,45;0,02;1.237.442.187,33
OMGE3;27,57;;11,48;1,35;0,44;30,38;56,77;21,25;4,30;8,04;3,75;1,18;2,44;10,85;-0,53;1,31;11,81;3,84;11,17;0,33;0,67;0,18;55,45;118,18;49.236.324,19;20,35;2,40;-0,03;5.521.562.588,85
ONCO3;6,09;;-317,29;1,51;0,42;34,77;9,69;-0,26;8,60;15,66;6,78;1,19;0,83;4,92;-0,59;1,42;-0,47;-0,13;5,16;0,28;0,65;0,50;;;8.557.116,04;4,04;-0,02;3,33;3.133.585.643,93
OPCT3;2,39;;-4,05;0,64;0,21;14,07;0,61;-10,40;68,72;224,07;153,05;1,42;0,42;-4,12;-0,27;0,80;-15,70;-5,26;0,36;0,34;0,66;0,51;;;2.075.726,25;3,76;-0,59;-0,02;493.900.098,38
ORVR3;32,16;;-36,41;5,28;1,39;35,76;18,62;-10,48;20,51;25,85;5,03;1,30;3,82;22,27;-1,78;1,40;-14,51;-3,82;5,02;0,26;0,73;0,36;;;17.831.721,64;6,09;-0,88;8,24;2.334.474.020,50
OSXB3;6,33;;-0,03;0,00;0,01;90,65;-61,67;-1.708,40;-0,93;-233,65;-232,72;;0,57;-0,03;-0,01;0,03;-10,52;-26,73;3,25;-2,54;3,55;0,02;89,07;;90.761,61;-1.800,97;-189,44;0,00;20.147.443,20
PARD3;20,38;2,50;15,59;2,79;1,12;27,49;14,88;8,28;8,67;9,36;0,58;0,19;1,29;319,19;-1,60;1,01;17,88;7,17;19,57;0,40;0,60;0,87;17,16;10,74;14.182.018,68;7,31;1,31;-0,74;2.704.707.986,75
PATI3;42,86;6,79;13,70;1,15;0,51;8,88;5,30;3,01;7,78;8,81;0,97;0,14;0,41;0,90;-3,54;2,97;8,40;3,72;5,79;0,44;0,56;1,24;31,30;38,31;13.232,25;37,22;3,13;-0,18;1.035.102.196,52
PATI4;51,99;5,60;16,62;1,40;0,62;8,88;5,30;3,01;9,43;8,81;0,97;0,14;0,50;1,09;-4,29;2,97;8,40;3,72;5,79;0,44;0,56;1,24;31,30;38,31;5.199,00;37,22;3,13;-0,21;1.035.102.196,52
PCAR3;17,80;1,99;2,81;0,35;0,11;25,35;3,28;3,75;3,21;5,96;2,68;0,30;0,11;5,45;-0,16;1,07;12,60;3,93;4,49;0,31;0,63;1,05;4,35;;56.293.482,46;50,20;6,32;0,50;4.906.337.858,95
PCAR4;72,11;;11,40;1,44;0,45;25,35;3,28;3,75;13,02;5,96;2,68;0,30;0,43;22,08;-0,66;1,07;12,60;3,93;4,49;0,31;0,63;1,05;4,35;;;50,20;6,32;2,02;4.906.337.858,95
PDGR3;0,14;;0,07;-0,01;0,04;16,08;-159,10;366,80;-0,17;-4,31;-4,15;;0,26;-0,02;-0,18;0,29;-12,91;51,89;12,36;-4,02;5,07;0,14;11,86;;2.629.811,25;-15,11;1,95;0,00;45.106.101,18
PDTC3;3,13;;110,61;1,88;0,51;32,54;12,73;0,62;5,38;7,04;1,55;0,54;0,69;1,50;-1,77;1,90;1,70;0,46;17,48;0,27;0,73;0,74;225,48;-53,75;141.988,75;1,66;0,03;-1,18;250.254.795,01
PEAB3;42,20;4,11;-4,84;0,80;0,67;62,81;-497,34;-299,31;-2,91;-3,32;0,71;-0,19;14,49;2,44;-0,96;14,20;-16,52;-13,92;-35,46;0,84;0,16;0,05;-37,48;;25.477,64;52,76;-8,72;0,03;749.171.207,40
PEAB4;72,03;2,65;-8,26;1,37;1,15;62,81;-497,34;-299,31;-4,97;-3,32;0,71;-0,19;24,73;4,17;-1,63;14,20;-16,52;-13,92;-35,46;0,84;0,16;0,05;-37,48;;15.470,56;52,76;-8,72;0,05;749.171.207,40
PETR3;27,07;61,94;2,00;0,95;0,37;51,31;47,78;28,61;1,20;2,05;0,87;0,69;0,57;15,01;-0,45;1,17;47,38;18,63;31,73;0,39;0,61;0,65;9,88;;656.324.735,82;28,56;13,53;0,07;346.254.988.988,68
PETR4;23,58;71,11;1,74;0,83;0,32;51,31;47,78;28,61;1,04;2,05;0,87;0,69;0,50;13,08;-0,39;1,17;47,38;18,63;31,73;0,39;0,61;0,65;9,88;;2.585.562.480,86;28,56;13,53;0,06;346.254.988.988,68
PETZ3;5,95;0,87;45,65;1,50;0,77;48,68;5,44;2,28;19,15;18,92;-0,94;-0,07;1,04;6,02;-1,13;1,67;3,29;1,68;6,51;0,51;0,49;0,74;;;113.054.189,14;3,97;0,13;-2,76;2.848.336.600,45
PFRM3;3,34;;4,74;0,34;0,10;14,61;3,02;1,17;1,84;4,44;2,56;0,48;0,06;0,47;-0,30;1,45;7,24;2,09;9,16;0,29;0,64;1,78;9,44;;824.938,46;9,73;0,71;-0,60;422.201.555,93
PGMN3;3,91;;17,75;0,77;0,22;32,06;5,90;1,15;3,47;5,60;2,04;0,45;0,20;1,33;-0,43;1,47;4,34;1,21;14,13;0,28;0,72;1,05;6,32;18,56;3.325.561,14;5,08;0,22;-0,39;1.783.999.869,24
PINE3;0,00;;0,00;0,00;0,00;6,80;4,55;2,15;0,00;2,36;;;0,00;0,00;0,00;0,01;3,54;0,21;;0,06;0,94;0,10;9,53;;;4,62;0,16;0,00;152.298.659,04
PINE4;1,66;;10,14;0,36;0,02;6,80;4,55;2,15;4,80;2,36;;;0,22;-0,05;-0,02;0,01;3,54;0,21;;0,06;0,94;0,10;9,53;;223.668,89;4,62;0,16;-0,05;152.298.659,04
PLAS3;9,22;;-1,34;-0,33;0,16;14,34;0,50;-10,85;29,41;93,25;63,43;;0,15;-0,36;-0,23;0,40;-24,52;-12,14;-3,41;-0,50;1,50;1,12;11,76;;16.591,31;-28,03;-6,87;0,05;116.177.658,30
PLPL3;3,47;4,64;6,86;2,03;0,51;28,11;9,53;7,63;5,49;7,05;1,32;0,49;0,52;0,73;-4,72;4,64;29,64;7,41;12,01;0,25;0,75;0,97;;;3.202.198,64;1,71;0,51;-1,66;739.406.720,00
PMAM3;4,56;;-0,22;-0,12;0,08;-1,81;-17,79;-31,19;-0,39;-6,46;-6,08;;0,07;-0,25;-0,10;0,45;-55,37;-35,46;-34,44;-0,64;1,64;1,14;0,55;;993.275,36;-37,36;-20,68;0,00;197.487.512,95
PNVL3;9,85;1,91;17,34;1,36;0,58;31,04;3,34;2,25;11,67;17,68;5,79;0,67;0,39;2,38;-1,30;1,77;7,83;3,32;5,91;0,42;0,58;1,48;8,67;9,99;5.557.209,43;7,26;0,57;2,10;1.508.286.134,43
PNVL4;18,62;;32,78;2,57;1,09;31,04;3,34;2,25;22,07;17,68;5,79;0,67;0,74;4,50;-2,46;1,77;7,83;3,32;5,91;0,42;0,58;1,48;8,67;9,99;;7,26;0,57;3,98;1.508.286.134,43
POMO3;2,06;1,80;7,51;0,64;0,27;12,71;3,25;5,51;12,75;23,27;9,41;0,47;0,41;1,33;-0,59;1,57;8,53;3,54;1,65;0,42;0,58;0,64;6,33;3,43;309.585,25;3,22;0,27;-0,19;2.120.853.979,06
POMO4;2,25;1,64;8,20;0,70;0,29;12,71;3,25;5,51;13,92;23,27;9,41;0,47;0,45;1,45;-0,65;1,57;8,53;3,54;1,65;0,42;0,58;0,64;6,33;3,43;15.753.131,07;3,22;0,27;-0,20;2.120.853.979,06
PORT3;10,16;4,40;17,37;1,98;0,81;43,12;24,22;11,36;8,15;12,87;4,55;1,10;1,97;16.741,88;-0,93;1,00;11,38;4,67;8,44;0,41;0,59;0,41;6,17;-2,54;2.824.275,50;5,14;0,58;2,37;4.562.474.382,00
